job_mapped,skills,work_type,keyword,company
Android Developer,"['azure devops', 'git', 'gitlab', 'java', 'jenkins', 'kotlin']",On-site,Android Developer,E-Frontiers
Android Developer,"['jetpack compose', 'kotlin', 'sql']",Remote,Android Developer,Adentis Portugal
Android Developer,['kotlin'],On-site,Android Developer,Marshall Group
Android Developer,['java'],On-site,Android Developer,AIM Defence
Android Developer,"['figma', 'git', 'jetpack compose', 'kotlin', 'scrum']",Hybrid,Android Developer,act digital
Android Developer,"['bitbucket', 'confluence', 'figma', 'git', 'jetpack compose', 'jira', 'kotlin', 'scrum']",Hybrid,Android Developer,Multivision Consulting
Android Developer,"['junit', 'jetpack compose', 'kotlin']",On-site,Android Developer,Cloud Orbit Technologies
Android Developer,"['android sdk', 'git', 'junit', 'jetpack compose', 'kotlin']",Hybrid,Android Developer,Podme
Android Developer,"['jetpack compose', 'kotlin']",Hybrid,Android Developer,Formula.
Android Developer,['kotlin'],On-site,Android Developer,Eventify
Android Developer,"['android sdk', 'git', 'jetpack compose', 'kotlin', 'sqlite']",On-site,Android Developer,Varaha
Android Developer,"['android sdk', 'java', 'kotlin', 'mobile ui/ux', 'restful apis']",Remote,Android Developer,Randstad Japan
Android Developer,['kotlin'],Hybrid,Android Developer,Trendyol Group
Android Developer,"['foundation', 'jetpack compose', 'kotlin', 'retrofit', 'scrum']",Hybrid,Android Developer,ISG International Service Group
Android Developer,"['android sdk', 'git', 'github', 'github actions', 'java', 'jetpack compose', 'kotlin', 'penetration testing', 'solid principles']",Hybrid,Android Developer,Tata Consultancy Services
Android Developer,"['android sdk', 'git', 'java', 'jetpack compose', 'kotlin', 'restful apis']",On-site,Android Developer,WHISH MONEY
Android Developer,"['bitbucket', 'git', 'github', 'gitlab', 'java', 'kotlin', 'retrofit']",Hybrid,Android Developer,iDigital Studios
Android Developer,"['cordova', 'flutter', 'graphql', 'ionic', 'java', 'kotlin', 'react native', 'swift', 'xamarin']",Hybrid,Android Developer,Konrad
iOS Developer,['swiftui'],On-site,iOS Developer,SoulStream AI
iOS Developer,"['swift', 'swiftui']",On-site,iOS Developer,The 1 % App
iOS Developer,"['graphql', 'swift', 'swiftui']",Hybrid,iOS Developer,Taalk
iOS Developer,"['swift', 'swiftui']",Remote,iOS Developer,Corecom Consulting
iOS Developer,['swift'],Hybrid,iOS Developer,Transfermarkt
iOS Developer,"['objective-c', 'swift']",On-site,iOS Developer,"TAKA TECHNOLOGY VN CO., LTD"
iOS Developer,"['kotlin', 'swift', 'swiftui']",On-site,iOS Developer,Candour
iOS Developer,['swift'],Remote,iOS Developer,Priority Pass
iOS Developer,"['java', 'javascript', 'large language models (llms)', 'python', 'sql', 'supabase']",Remote,iOS Developer,Quik Hire Staffing
iOS Developer,"['java', 'node.js', 'python', 'rust']",Remote,iOS Developer,Crossing Hurdles
iOS Developer,"['alamofire', 'git', 'kanban', 'scrum', 'swift', 'swiftui']",Remote,iOS Developer,ManpowerGroup
iOS Developer,"['swift', 'swiftui', 'websockets']",Remote,iOS Developer,Ottomatik.io
iOS Developer,"['arkit', 'android sdk', 'coredata', 'git', 'kotlin', 'machine learning', 'microsoft dynamics 365', 'objective-c', 'servicenow', 'swift', 'swiftui']",Hybrid,iOS Developer,Tenth Revolution Group
iOS Developer,['swift'],Remote,iOS Developer,ZEAL Network SE
iOS Developer,"['git', 'swift', 'swiftui']",Hybrid,iOS Developer,NGAMING
iOS Developer,"['design systems', 'elixir', 'phoenix', 'swift', 'swiftui', 'websockets']",Remote,iOS Developer,Allocator One
iOS Developer,"['git', 'objective-c', 'restful apis', 'swift']",Remote,iOS Developer,Crossing Hurdles
iOS Developer,"['foundation', 'swift', 'swiftui', 'ios sdk']",Hybrid,iOS Developer,Redcare Pharmacy
iOS Developer,"['azure devops', 'babel', 'git', 'jira', 'kanban', 'scrum', 'swift', 'swiftui']",Remote,iOS Developer,Babel
iOS Developer,"['data modeling', 'git', 'swift', 'swiftui']",On-site,iOS Developer,Trackerteer Corporation
iOS Developer,"['git', 'github', 'objective-c', 'restful apis', 'swift']",On-site,iOS Developer,Müller's Solutions
iOS Developer,"['git', 'github', 'gitlab', 'gitlab ci/cd', 'solid principles', 'swift', 'swiftui']",Remote,iOS Developer,Finom
iOS Developer,"['a/b testing', 'less', 'microservices architecture', 'solid principles', 'swift', 'swiftui']",On-site,iOS Developer,Marktplaats
iOS Developer,"['swift', 'swiftui']",Hybrid,iOS Developer,Burns Sheehan
iOS Developer,"['rapid prototyping', 'swift', 'swiftui']",Remote,iOS Developer,CoolPeople
iOS Developer,"['git', 'less', 'restful apis', 'swift', 'swiftui']",Hybrid,iOS Developer,Frekuent
iOS Developer,['swift'],On-site,iOS Developer,SCRL
iOS Developer,"['git', 'objective-c', 'restful apis', 'swift', 'ios sdk']",Hybrid,iOS Developer,Migros One
iOS Developer,['swift'],On-site,iOS Developer,Olisipo
iOS Developer,"['objective-c', 'swift', 'swiftui', 'ios sdk']",Hybrid,iOS Developer,bunq
iOS Developer,"['git', 'restful apis', 'swift', 'swiftui']",On-site,iOS Developer,Kuku
iOS Developer,"['flutter', 'github', 'swift', 'swiftui']",Remote,iOS Developer,FlavorScale
iOS Developer,"['restful apis', 'swift', 'swiftui']",Remote,iOS Developer,HTD Health
iOS Developer,"['github', 'postman', 'restful apis', 'swift']",On-site,iOS Developer,Betsson Group
iOS Developer,"['azure devops', 'github', 'github actions', 'restful apis', 'swift', 'swiftui']",On-site,iOS Developer,TEGNA
iOS Developer,"['git', 'swift', 'websockets']",On-site,iOS Developer,GeoIQ
iOS Developer,"['git', 'swift']",On-site,iOS Developer,dormakaba España
iOS Developer,"['git', 'objective-c', 'swift', 'swiftui']",On-site,iOS Developer,Locknight Technologies
iOS Developer,"['arkit', 'swift', 'swiftui']",Hybrid,iOS Developer,Propel
iOS Developer,"['jenkins', 'swift']",Hybrid,iOS Developer,Trendyol Group
Mobile Developer,"['kotlin', 'less', 'objective-c', 'restful apis', 'swift', 'swiftui']",Remote,iOS Developer,TouchBistro
iOS Developer,"['a/b testing', 'scala', 'swift', 'swiftui']",On-site,iOS Developer,Signify Technology
iOS Developer,"['appium', 'foundation', 'git', 'kotlin', 'objective-c', 'swift', 'swiftui']",On-site,iOS Developer,Eagle Eye Networks
iOS Developer,['soap'],Hybrid,iOS Developer,Turtle Trax S.A.
Android Developer,"['git', 'java', 'kotlin', 'objective-c', 'spring boot', 'swift', 'swiftui']",Hybrid,iOS Developer,Aubay Portugal
iOS Developer,"['computer vision', 'generative ai', 'mlops', 'machine learning', 'swift', 'swiftui']",Remote,iOS Developer,Pento
Mobile Developer,"['dart', 'flutter', 'github', 'github actions']",On-site,Mobile Developer,SparkJoy
Mobile Developer,"['design systems', 'git', 'github', 'github actions', 'jetpack compose', 'kotlin', 'langchain', 'prompt engineering', 'rag (retrieval-augmented generation)', 'restful apis', 'swift', 'swiftui', 'ios sdk']",Remote,Mobile Developer,BIMM
React Native Developer,"['graphql', 'react native']",Remote,Mobile Developer,Enroute
React Native Developer,"['git', 'javascript', 'react native', 'typescript', 'websockets']",On-site,Mobile Developer,MyConstructor.gr
React Native Developer,"['c++', 'github', 'github actions', 'graphql', 'java', 'javascript', 'kotlin', 'mobx', 'objective-c', 'restful apis', 'react native', 'redux', 'sqlite', 'swift', 'typescript', 'websockets', 'zustand', 'grpc']",Remote,Mobile Developer,Flatgigs
Android Developer,"['flutter', 'react native']",Hybrid,Mobile Developer,Aubay Portugal
Mobile Developer,"['git', 'objective-c', 'restful apis', 'react native', 'swift']",On-site,Mobile Developer,InnovationTeam
React Native Developer,"['react native', 'supabase', 'typescript']",Remote,Mobile Developer,Sidekick
Android Developer,"['git', 'java', 'kotlin', 'restful apis', 'react native', 'solid principles']",On-site,Mobile Developer,InnovationTeam
Mobile Developer,"['flutter', 'github', 'swift', 'swiftui']",Remote,Mobile Developer,FlavorScale
Mobile Developer,"['javascript', 'restful apis', 'react native', 'typescript']",On-site,Mobile Developer,Restive
Mobile Developer,"['mobile ui/ux', 'restful apis', 'react native']",Remote,Mobile Developer,Flatgigs
Mobile Developer,"['alamofire', 'swift', 'swiftui']",Hybrid,Mobile Developer,BNL BNP Paribas
Mobile Developer,"['c++', 'computer vision', 'restful apis', 'swift']",Remote,Mobile Developer,Stryker
Mobile Developer,"['kotlin', 'scrum', 'swift', 'xamarin']",Remote,Mobile Developer,FOX IT
Android Developer,"['jetpack compose', 'kotlin', 'scrum']",Hybrid,Mobile Developer,Aubay Luxembourg
React Native Developer,"['graphql', 'react native', 'react.js', 'redux', 'typescript']",On-site,Mobile Developer,TOS Analytics - Pakodemy
Mobile Developer,"['angular', 'bitbucket', 'c#', 'c++', 'git', 'javascript', 'jira', 'microservices architecture', 'node.js', 'sql', 'vue.js']",Remote,Mobile Developer,Harvey Performance Company
Mobile Developer,"['flutter', 'git', 'incident response', 'java', 'kotlin', 'mobile ui/ux', 'objective-c', 'restful apis', 'react native', 'swift']",Hybrid,Mobile Developer,Sphynx
Mobile Developer,"['dart', 'flutter']",Hybrid,Mobile Developer,Compass Group Canada
Mobile Developer,['langchain'],Remote,Mobile Developer,Jobgether
Mobile Developer,"['java', 'kotlin', 'monday.com', 'swift']",Hybrid,Mobile Developer,abra
Mobile Developer,"['dart', 'flutter', 'git', 'java', 'kotlin', 'microsoft azure', 'restful apis', 'swift']",Hybrid,Mobile Developer,Clearview Restaurant Management Software
Mobile Developer,"['css3', 'capacitor', 'cordova', 'docker', 'elasticsearch', 'git', 'gitlab', 'html5', 'jest', 'jira', 'mysql', 'node.js', 'php', 'rabbitmq', 'redis', 'scrum', 'swift', 'swiftui', 'symfony', 'typescript', 'vue.js', 'webpack']",Remote,Mobile Developer,E Net Production
Mobile Developer,"['jetpack compose', 'kotlin']",Remote,Mobile Developer,Mindera
React Native Developer,"['graphql', 'javascript', 'mongodb', 'react native', 'typescript']",Remote,Mobile Developer,OneVest
Mobile Developer,"['angular', 'azure devops', 'capacitor', 'cordova', 'git', 'ionic', 'scrum', 'websockets']",On-site,Mobile Developer,AutoPayPlus
Android Developer,['swiftui'],Remote,Mobile Developer,Nymbus
Mobile Developer,"['flutter', 'kotlin', 'swift']",On-site,Mobile Developer,Exxeta
Mobile Developer,"['android sdk', 'git', 'graphql', 'java', 'jetpack compose', 'kotlin', 'scrum', 'swift', 'swiftui']",Remote,Mobile Developer,Sharesource
Mobile Developer,"['github', 'react native']",Hybrid,Mobile Developer,PIXACOM TECHNOLOGY s.r.o.
Mobile Developer,"['android sdk', 'git', 'kotlin', 'mobile ui/ux', 'restful apis', 'swift', 'ios sdk']",Hybrid,Mobile Developer,Platin Gaming Ltd.
React Native Developer,"['java', 'javascript', 'jest', 'kotlin', 'objective-c', 'restful apis', 'react native', 'react navigation', 'redux', 'solid principles', 'swift', 'zustand']",On-site,Mobile Developer,InnovationTeam
React Native Developer,"['java', 'javascript', 'kotlin', 'react native', 'swift', 'typescript']",Hybrid,Mobile Developer,Konrad
Mobile Developer,"['swift', 'swiftui']",Remote,Mobile Developer,42Labs
Mobile Developer,"['jetpack compose', 'kotlin', 'swift', 'swiftui']",Hybrid,Mobile Developer,Bemobile
Mobile Developer,"['bitbucket', 'java', 'jenkins', 'kotlin', 'objective-c', 'swift']",Hybrid,Mobile Developer,NPAW
Mobile Developer,"['flutter', 'kotlin', 'restful apis', 'react native', 'swift']",Hybrid,Mobile Developer,Knowtex
Mobile Developer,"['foundation', 'kotlin', 'swiftui', 'technical writing']",On-site,Mobile Developer,Ditto
Mobile Developer,"['angular', 'azure devops', 'c#', 'github', 'scrum', 'xamarin']",On-site,Mobile Developer,PDI Technologies
Mobile Developer,"['java', 'kotlin', 'objective-c', 'react native', 'swift']",Hybrid,Mobile Developer,Rublon
Flutter Developer,"['c#', 'c++', 'dart', 'figma', 'flutter', 'git', 'java', 'jenkins', 'kotlin', 'lua', 'restful apis', 'swift']",Hybrid,Flutter Developer,Supono Holdings LTD
Flutter Developer,"['dart', 'flutter', 'git', 'kanban', 'scrum']",Hybrid,Flutter Developer,BtcTurk | Teknoloji
Flutter Developer,"['dart', 'flutter', 'java', 'node.js', 'python', 'typescript']",Remote,Flutter Developer,LABHOUSE
Flutter Developer,"['dart', 'flutter']",Remote,Flutter Developer,Holafly
Flutter Developer,"['dart', 'flutter', 'git', 'github']",Hybrid,Flutter Developer,TTMS Schweiz AG
Flutter Developer,"['dart', 'flutter', 'node.js', 'object-oriented programming (oop)']",Hybrid,Flutter Developer,Aubay Portugal
Flutter Developer,"['dart', 'design systems', 'figma', 'flutter', 'git', 'kanban', 'microservices architecture', 'scrum']",Hybrid,Flutter Developer,Addition
Flutter Developer,"['angular', 'flutter', 'java', 'laravel', 'microsoft azure', 'php', 'power bi', 'sharepoint development', 'shopify development', 'woocommerce', 'wordpress development']",On-site,Flutter Developer,AMAEKA TECHNOLOGIES
Flutter Developer,"['dart', 'flutter']",Remote,Flutter Developer,Holafly
Flutter Developer,"['flutter', 'mysql', 'php']",On-site,Flutter Developer,Interface Sense Consulting | Zoho Premium Partner
Flutter Developer,"['dart', 'flutter', 'java', 'kotlin', 'solid principles', 'swift']",On-site,Flutter Developer,BrainRocket
Flutter Developer,"['agile methodology', 'dart', 'flutter', 'git']",Remote,Flutter Developer,Softnauts - AI Software Development Company
Flutter Developer,"['dart', 'domain-driven design (ddd)', 'flutter', 'git', 'github', 'github actions', 'gitlab', 'java', 'kotlin']",Remote,Flutter Developer,Salmon Group Ltd
Flutter Developer,"['flutter', 'java', 'kotlin', 'objective-c', 'swift']",On-site,Flutter Developer,MBANK
Flutter Developer,"['flutter', 'javascript', 'restful apis', 'typescript', 'ios sdk']",Hybrid,Flutter Developer,Dealer Automation Technologies
Flutter Developer,"['deep learning', 'flutter', 'microservices architecture']",Remote,Flutter Developer,POSLABS Inc.
Flutter Developer,"['flutter', 'objective-c', 'swift']",On-site,Flutter Developer,Mass Tech Bytes
Flutter Developer,"['android sdk', 'dart', 'flutter', 'github', 'java', 'kotlin', 'restful apis']",On-site,Flutter Developer,Ksoft Technologies
Flutter Developer,"['dart', 'flutter', 'mobile ui/ux', 'scrum']",On-site,Flutter Developer,ExecutivePlacements.com
Flutter Developer,"['dart', 'flutter']",Hybrid,Flutter Developer,allaboutapps
Flutter Developer,"['azure devops', 'cloud firestore', 'dart', 'flutter', 'git', 'gitlab', 'jira', 'scrum']",Remote,Flutter Developer,Weblatic
Flutter Developer,"['dart', 'flutter', 'graphql', 'machine learning', 'restful apis', 'websockets']",On-site,Flutter Developer,Tradelab Technologies
Flutter Developer,['flutter'],On-site,Flutter Developer,Beanz
Flutter Developer,"['dart', 'flutter', 'solid principles']",On-site,Flutter Developer,BrainRocket
Flutter Developer,"['dart', 'design systems', 'figma', 'flutter', 'foundation', 'graphql', 'javascript', 'scrum', 'typescript']",Hybrid,Flutter Developer,Jit Team
Flutter Developer,"['dart', 'figma', 'flutter', 'monday.com', 'websockets']",On-site,Flutter Developer,abra
Flutter Developer,"['flutter', 'git', 'jest', 'python', 'retrofit', 'scrum', 'typescript']",Hybrid,Flutter Developer,Accenture Poland
Flutter Developer,['flutter'],On-site,Flutter Developer,"JWay Group, Inc."
Flutter Developer,"['dart', 'flutter', 'git', 'java', 'kotlin', 'swift']",Remote,Flutter Developer,Undelucram.ro
Flutter Developer,"['dart', 'flutter', 'git']",On-site,Flutter Developer,Woxa Group
Mobile Developer,['flutter'],Hybrid,Flutter Developer,Movilges
Flutter Developer,"['a/b testing', 'dart', 'datadog', 'docker', 'flutter', 'git', 'github', 'github actions', 'graphql', 'java', 'kotlin', 'kubernetes', 'swift']",On-site,Flutter Developer,Liven
Flutter Developer,"['dart', 'flutter', 'foundation', 'git', 'mobile ui/ux', 'restful apis']",On-site,Flutter Developer,Encora Inc.
Mobile Developer,"['flutter', 'mendix', 'outsystems']",On-site,Flutter Developer,Movilges IT Consulting
Flutter Developer,"['dart', 'flutter', 'java', 'kotlin', 'solid principles', 'swift']",On-site,Flutter Developer,BrainRocket
Flutter Developer,"['design systems', 'flutter', 'foundation', 'google cloud platform (gcp)']",Hybrid,Flutter Developer,Jit Team
