keyword,job_title,company,location,work_type,salary,skills,job_url,description,n_skills_raw,skills_list,n_skills
Back End Developer,Back End Developer with verification,Searchability®,"Area London, Inggris (Gabungan)",Hybrid,,"Node.js, TypeScript",https://www.linkedin.com/jobs/view/4416098545/,"Searchability® Back End Developer Area London, Inggris · 1 minggu yang lalu · 100 pelamar Dipromosikan oleh perekrut • Meninjau pelamar secara aktif 100K GBP/yr - 160K GBP/yr Gabungan Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 100 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Ryan Horne • Ke-3+ Helping connect the best Founding AI, Product & Software Engineers to the best start-up / scale-up organisations across London & Europe - Lead Recruitment Consultant at Searchability (Engineering background at ABB). Pemasang posting pekerjaan Pesan Tentang pekerjaan ini Searchability are partnered with a well-funde",2,"['node.js', 'typescript']",2
Back End Developer,Back-end Developer,Factor IT,Amerika Latin (Jarak Jauh),Remote,,"C, Docker, Git, Node.js, PostgreSQL, R, Redis, SQL, TypeORM, TypeScript",https://www.linkedin.com/jobs/view/4401116739/,"Factor IT Back-end Developer Amerika Latin · 1 bulan yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini En Factor IT seguimos creciendo y buscamos fortalecer nuestro equipo de Backend para contribuir a la transformación digital de grandes empresas. En esta oportunidad, trabajaremos en proyectos regionales con impacto real, especialmente en entornos de Data & Analytics, automatización e integración con arquitecturas modernas de APIs. Nuestro enfoque combina alto expertise técnico,",10,"['docker', 'git', 'node.js', 'postgresql', 'redis', 'sql', 'typeorm', 'typescript']",8
Back End Developer,Back End Developer with verification,Explore Group,Portugal (Jarak Jauh),Remote,,"Kubernetes, MLOps, Machine Learning, Microsoft Azure, MongoDB, Python, RESTful APIs, Redis, Rust, SQL, TypeScript",https://www.linkedin.com/jobs/view/4413083877/,"Explore Group Back End Developer Portugal · 2 minggu yang lalu · Lebih dari 100 pelamar Dipromosikan oleh perekrut • Meninjau pelamar secara aktif Jarak Jauh Penuh waktu 0 dari 6 keahlian cocok Lamar Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Bart Townley • Ke-3+ 🚀 Lead Headhunter | Building High-Growth Teams in AI, Data & MLOps | 27K + Followers 🤖 Pemasang posting pekerjaan Pesan Tentang pekerjaan ini Back End Engineer We are looking for a Back End Engineer to join a team focused on building high-performance, customer-centric systems. This role is ideal for someone wh",11,"['kubernetes', 'mlops', 'machine learning', 'microsoft azure', 'mongodb', 'python', 'restful apis', 'redis', 'rust', 'sql', 'typescript']",11
Back End Developer,Back End Developer,Crowded,Polandia (Jarak Jauh),Remote,,"Git, JavaScript, Less, NestJS, Node.js, SQL, TypeScript",https://www.linkedin.com/jobs/view/4414642692/,"Crowded Back End Developer Polandia · 1 minggu yang lalu · Lebih dari 100 pelamar Dipromosikan oleh perekrut • Meninjau pelamar secara aktif Jarak Jauh Penuh waktu 0 dari 7 keahlian cocok Lamar Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Shay Stern • Ke-3+ CTO @ Crowded Pemasang posting pekerjaan Pesan Tentang pekerjaan ini About us: Crowded empowers groups with a comprehensive financial platform that simplifies the collection, spending, and management of money online. With features like group banking, seamless officer handovers, efficient expense management, secure pay",7,"['git', 'javascript', 'less', 'nestjs', 'node.js', 'sql', 'typescript']",7
Back End Developer,Mid Back-End Developer (100% Remoto),ROVI Pharmaceutical Company,Spanyol (Jarak Jauh),Remote,,"C, C++, FastAPI, GitHub, GitHub Actions, Jenkins, Kubernetes, PostgreSQL, PyTest, Python, RabbitMQ",https://www.linkedin.com/jobs/view/4327942623/,"ROVI Pharmaceutical Company Mid Back-End Developer (100% Remoto) Spanyol · Dibagikan 2 minggu yang lalu · Lebih dari 100 orang mengklik Lamar Dipromosikan oleh pembuka lowongan • Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu 0 dari 8 keahlian cocok Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Claudia D. • Ke-3+ HR International Specialist @ROVI | People & Culture | Strategic Growth | Psychologist Pemasang posting pekerjaan Pesan Tentang pekerjaan ini 👨 💻 Sobre CellsIA En CellsIA desarrollamos soluciones de inteligencia artifi",11,"['c++', 'fastapi', 'github', 'github actions', 'jenkins', 'kubernetes', 'postgresql', 'pytest', 'python', 'rabbitmq']",10
Back End Developer,Senior Java Back End Developer,exequt,"Kairo, Kairo, Mesir (Jarak Jauh)",Remote,,"Java, RESTful APIs, Spring Boot",https://www.linkedin.com/jobs/view/4405335942/,"exequt Senior Java Back End Developer Kairo, Kairo, Mesir · 1 bulan yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Company Overview ExeQut is a leader in consulting, delivering customized solutions for enterprise applications and digital platforms. We emphasize transparency, collaboration, and addressing core business challenges through a structured, agile development process. Partnering with clients from ideation to deployment, we ensure that our solutions deliver long-term ",3,"['java', 'restful apis', 'spring boot']",3
Back End Developer,Back End Developer,Brainial,"Utrecht, Belanda (Gabungan)",Hybrid,,"Elasticsearch, FastAPI, Google Cloud Platform (GCP), Machine Learning, Python",https://www.linkedin.com/jobs/view/4412763590/,"Brainial Back End Developer Utrecht, Belanda · 2 minggu yang lalu · Lebih dari 100 pelamar Dipromosikan oleh pembuka lowongan • Wawasan respons belum tersedia Gabungan Penuh waktu 0 dari 10 keahlian cocok Lamar Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Stephan Jacobs • Ke-3+ Tech Recruitment / Owner / Recruitment Services Pemasang posting pekerjaan Pesan Tentang pekerjaan ini Senior Backend (Python) Developer - AI-Driven SaaS Product - Utrecht / Hybrid – up to 95K My client is a scale-up that has built and is successfully scaling an AI-driven SaaS product. Their inter",5,"['elasticsearch', 'fastapi', 'google cloud platform (gcp)', 'machine learning', 'python']",5
Back End Developer,Back End Developer,Tiledmedia,"Rotterdam, Hollandia Selatan, Belanda (Di Kantor)",On-site,,,https://www.linkedin.com/jobs/view/4419170097/,"Tiledmedia Back End Developer Rotterdam, Hollandia Selatan, Belanda · 1 hari yang lalu · 37 orang mengklik Lamar Dipromosikan oleh pembuka lowongan • Respons dikelola di luar LinkedIn Di Kantor Penuh waktu 0 dari 10 keahlian cocok Lamar Simpan Lihat perbandingan Anda dengan 37 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Sophia Smit • Ke-3+ HR & Business Operations Manager Pemasang posting pekerjaan Pesan Tentang pekerjaan ini The Job Are you in love with technology? Do you dream of orchestrating 1000s of cloud nodes in harmony to produce the best streaming experience possible? Do you like work",0,[],0
Back End Developer,Back-End Developer,Okendo,Australia (Jarak Jauh),Remote,,"Angular, DynamoDB, JavaScript, Node.js, Serverless Architecture, TypeScript, Vue.js, Webpack",https://www.linkedin.com/jobs/view/4323916218/,"Okendo Back-End Developer Australia · 7 bulan yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini The Okendo platform has significant adoption and a loyal customer following among high-performance Shopify retailers. After recently securing our first round of investment, we’re doubling down on our early success by growing our team, launching a number of new and innovative features, and scaling customer acquisition. This role will provide a forward-thinking and passionate Back-End D",8,"['angular', 'dynamodb', 'javascript', 'node.js', 'serverless architecture', 'typescript', 'vue.js', 'webpack']",8
Back End Developer,Back End Developer,Carbyne Consulting,"Budapest, Hongaria (Gabungan)",Hybrid,,"C, DevSecOps, Docker, Java, JavaScript, Kubernetes, Python, R",https://www.linkedin.com/jobs/view/4416642372/,"Carbyne Consulting Back End Developer Budapest, Hongaria · 1 minggu yang lalu · 12 pelamar Dipromosikan oleh penyewa • Waktu peninjauan perusahaan biasanya 1 beberapa minggu Gabungan Penuh waktu 0 dari 7 keahlian cocok Lamar Simpan Lihat perbandingan Anda dengan 12 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Zsolt Bódi • Ke-3+ I Recruiting Life Science professionals in the CEE region I Pemasang posting pekerjaan Pesan Tentang pekerjaan ini 🧬 Lead Backend Engineer – Élettudomány & Tech Egy nemzetközi hátterű, stabil biotech‑technológiai cég Lead Backend Engineer‑t keres a jövő orvoslását támogató platform fejlesztésé",8,"['devsecops', 'docker', 'java', 'javascript', 'kubernetes', 'python']",6
Back End Developer,Back End Developer,develop,Britania Raya (Jarak Jauh),Remote,,"Docker, GraphQL, Java, Kubernetes, Microsoft Azure, Node.js, Python, SQL, Terraform, TypeScript",https://www.linkedin.com/jobs/view/4406784793/,"develop Back End Developer Britania Raya · 3 minggu yang lalu · Lebih dari 100 pelamar Dipromosikan oleh perekrut • Meninjau pelamar secara aktif 60K GBP/yr - 85K GBP/yr Jarak Jauh Penuh waktu 0 dari 7 keahlian cocok Lamar Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Elyssa Fanning • Ke-3+ Software Engineering Specialist @ develop | .NET | Java | Python | Nodejs | TechSheCan Champion Pemasang posting pekerjaan Pesan Tentang pekerjaan ini Senior Backend Software Engineer | Remote first (one day per month in Mansfield) We are working with a leading retail organisation that",10,"['docker', 'graphql', 'java', 'kubernetes', 'microsoft azure', 'node.js', 'python', 'sql', 'terraform', 'typescript']",10
Back End Developer,Back End Developer,WorkGenius Group,"Hamburg, Jerman (Gabungan)",Hybrid,,"Amazon Web Services (AWS), Data Modeling, Docker, FastAPI, Kubernetes, Python",https://www.linkedin.com/jobs/view/4410367997/,"WorkGenius Group Back End Developer Hamburg, Jerman · 2 minggu yang lalu · Lebih dari 100 pelamar Dipromosikan oleh perekrut • Meninjau pelamar secara aktif Gabungan Penuh waktu 0 dari 11 keahlian cocok Lamar Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Lucille Williams (she / her) • Ke-3+ Leading the Events & Experiential team for WorkGenius. Focused on providing reliable and hyper-capable event staff at all levels. Alumni sekolah dari UCLA Hubungkan Berkenalan dengan tim perekrutan Shailee Gohel • Ke-3+ Senior Tech Recruiter bei WorkGenius Berlin GmbH | Matchmaker | People and Tech Enthusiast Pemasang",6,"['amazon web services (aws)', 'data modeling', 'docker', 'fastapi', 'kubernetes', 'python']",6
Back End Developer,Back End Developer with verification,AllCloud,Rumania (Jarak Jauh),Remote,,"Docker, DynamoDB, Generative AI, Kubernetes, Large Language Models (LLMs), Python, Snowflake",https://www.linkedin.com/jobs/view/4300941862/,"AllCloud Back End Developer Rumania · Dibagikan 2 minggu yang lalu · Lebih dari 100 pelamar Dipromosikan oleh penyewa • Waktu peninjauan perusahaan biasanya 1 beberapa minggu Jarak Jauh Penuh waktu 0 dari 11 keahlian cocok Lamar Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Maria Toma • Ke-3+ Technical Recruiter at AllCloud Pemasang posting pekerjaan Pesan Tentang pekerjaan ini About AllCloud AllCloud is a leader in amplifying organizations’ cloud potential through AI. With a track record of hundreds of successful migrations and implementations across AWS and Salesforce, ",7,"['docker', 'dynamodb', 'generative ai', 'kubernetes', 'large language models (llms)', 'python', 'snowflake']",7
Back End Developer,Senior back-end developer (java/javascript),Vusion,"Nanterre, Ile-de-France, Prancis (Gabungan)",Hybrid,,"C, Java, JavaScript, PostgreSQL, R, SQL",https://www.linkedin.com/jobs/view/4417876783/,"Vusion Senior back-end developer (java/javascript) Nanterre, Ile-de-France, Prancis · 2 hari yang lalu · 38 pelamar Dipromosikan oleh pembuka lowongan • Wawasan respons belum tersedia Gabungan Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 38 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Pauline Deberghes • Ke-3+ Learning & Talent Manager chez VusionGroup Pemasang posting pekerjaan Pesan Tentang pekerjaan ini Are you ready to develop the future of retail? Vusion est une entreprise de retail tech en forte croissance. Implanté dans 19 pays sur 3 continents, nous sommes leader mondial des solutions de digitalisa",6,"['java', 'javascript', 'postgresql', 'sql']",4
Back End Developer,Senior Back-End Developer (Toronto),Baselane,"Toronto, ON (Jarak Jauh)",Remote,,"Datadog, GraphQL, TypeScript",https://www.linkedin.com/jobs/view/4414971413/,"Baselane Senior Back-End Developer (Toronto) Toronto, ON · 1 minggu yang lalu · Lebih dari 100 pelamar Belum ada wawasan respons yang tersedia 150K CAD/yr - 180K CAD/yr Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Don Butler • Ke-3+ Managing Director at Thomvest Ventures Alumni sekolah dari UCLA Ikuti Tentang pekerjaan ini About Baselane Baselane is a rapidly growing banking and financial management platform for individual landlords and real estate investors. We are backed by leading FinTech investors, including Matrix Partners, Activant Capital, Collaborative Fund, Conversi",3,"['datadog', 'graphql', 'typescript']",3
